,nome,biografia
195,João Gualberto Calatrone,"Nascido no Espírito Santo, em 1951, João Gualberto Calatrone se envolveu com a política ainda em seu tempo de secundarista. Foi uma das lideranças do movimento estudantil de seu estado, tornando-se, rapidamente, um importante quadro do PCdoB na região. Pouco depois de se formar como técnico de contabilidade, João mudou para a região do Araguaia. Em 1970, chegou à zona do Brejo Grande do Araguaia, onde se assentou na localidade conhecida como Chega com Jeito. Tido como uma pessoa de personalidade discreta, João, que ficou conhecido na região como Zebão, se adaptou logo à vida na mata, tornando-se um reputado tropeiro e mateiro. Até o evento que resultou em sua morte, no ano de 1973, integrou o destacamento A das forças guerrilheiras. Segundo o Relatório Arroyo, a morte de Zebão (João Gualberto Calatrone) teria ocorrido em 13 de outubro de 1973, na companhia de outros guerrilheiros. Neste dia, Antônio Alfredo de Lima e André Grabois (Zé Carlos) haviam ido apanhar porcos para a alimentação na antiga roça de Alfredo, chegando ao local por volta das 9 horas da manhã. Após o abate, próximo às 12 horas, Zé Carlos, Nunes (Divino Ferreira de Souza), Alfredo, Zebão e João (Dermeval da Silva Pereira) preparavam-se para sair, quando Alfredo ouviu um barulho. De imediato, apareceram soldados apontando as armas e atirando sobre o grupo. João conseguiu escapar, mas os outros foram mortos. O Diário de Maurício Grabois também faz referência a essas circunstâncias ao narrar a morte de Zebão. No dia 13 de outubro de 1973, o grupo composto por Zé Carlos, Nunes, João, Zebão e Alfredo foram apanhar porcos em uma capoeira abandonada quando cometeram uma série de deslizes, de acordo com Maurício. Eles teriam matado os porcos a tiros, acendido um fogo e permanecido por tempo demasiado no local, chamando a atenção de militares que circulavam na região. Foram surpreendidos e metralhados, escapando apenas João. Vanu, ex-guia do exército, depôs que acompanhava um grupo formado pelo Major Adurbo [Asdrúbal – coronel Lício Augusto Ribeiro Maciel], o sargento Silva, um cabo e cinco soldados, em uma localidade denominada Caçador, quando encontraram os cinco guerrilheiros já mencionados. Eles estavam matando porcos na casa do velho Geraldo quando os militares abriram fogo e mataram Zé Carlos, Alfredo e Zebão. Já Antônio Félix da Silva declarou que ouviu de Vanu mais informações sobre Divino. O guia teria colocado o corpo dos três guerrilheiros mortos – Zé Carlos, Zebão e Alfredo – em cima de uma égua e conduzido da fazenda do Geraldo Martins – onde ocorrera o confronto – até a casa do pai de Antônio Félix – onde foram enterrados. Antônio acrescenta que voltou ao local 30 dias depois e encontrou a terra remexida e, três meses depois, já não havia vestígios dos ossos no local. Quanto ao paradeiro dos corpos dos guerrilheiros, no livro Mata! O major Curió e as guerrilhas no Araguaia, o tenente da reserva José Vargas Jiménez alegou tê-los visto expostos ao sol, dias depois do combate liderado por Lício. João Gualberto Calatrone foi vítima de desaparecimento forçado durante a Operação Marajoara, planejada e comandada pela 8ª Região Militar (Belém) com cooperação do Centro de Informações do Exército (CIE). Em 2010, a Corte
Interamericana de Direitos Humanos (CIDH) da Organização dos Estados Americanos (OEA) condenou o Brasil pela desaparição de 62 pessoas na região do Araguaia no caso Gomes Lund e outros (“Guerrilha do Araguaia”) vs. Brasil, entre elas está João."
196,João Leonardo da Silva Rocha,"João Leonardo fez seus primeiros estudos na cidade de Amargosa (BA) e o curso secundário em Salvador (BA), sua cidade natal, no colégio dos Irmãos Maristas. Mudou-se para São Paulo em 1962, ainda trabalhando no Banco do Brasil, e começou também a dar aulas em escolas do ABC paulista. Estudou Direito na Faculdade do Largo de São Francisco, onde foi colega de Arno Preis (morto pela ditadura militar em 15 de fevereiro de 1972). Dirigiu a Casa do Estudante, moradia de baixo custo para os alunos da faculdade. Militante da Ação Libertadora Nacional (ALN), foi preso em 1969 sob acusação de participar do Grupo Tático Armado, indiciado inclusive no inquérito que investigou a morte do oficial americano Charles Chandler. Com o sequestro do embaixador norte-americano em 1969, João Leonardo foi um dos 15 prisioneiros políticos libertados em troca do diplomata. Seguiu para o México e foi banido do país através do Ato Complementar nº 64. Do México mudou-se para Cuba, onde recebeu treinamento de guerrilha, momento em que passou a integrar a dissidência da ALN denominada Movimento de Libertação Popular (Molipo). Ao retornar ao Brasil ilegalmente, em 1971, se estabeleceu em São Vicente, distrito de Itapetim, em Pernambuco, no Sertão do Pajeú, divisa com a Paraíba. Lá passou a ser conhecido como Zé Careca por ter raspado totalmente a cabeça. Comprou na cidade um sítio e se tornou lavrador. Nessa época, entre 1971 e 1972, tentava construir as bases rurais do Molipo. Sentindo que estava sendo perseguido e sob risco de ser identificado na região, João Leonardo se mudou para o interior da Bahia. Foi um dos poucos sobreviventes do Molipo depois de intensa perseguição ao grupo no norte de Goiás e oeste da Bahia. Em um episódio ainda não completamente esclarecido, João Leonardo foi executado por agentes da Polícia Militar da Bahia em Palmas de Monte Alto (BA), em 4 de novembro de 1975."
197,João Lucas Alves,"João Lucas mudou-se para Recife, bairro da Encruzilhada, quando ainda era muito pequeno. Começou a trabalhar muito cedo, aos 13 anos, primeiramente com seu pai, na firma comercial da família, e posteriormente na empresa Philips do Brasil. Sua vida profissional não o impediu de ingressar para a carreira militar na Escola de Especialistas da Aeronáutica, em Guaratinguetá (SP). Após se formar como 3º Sargento da Aeronáutica, seguiu a carreira, servindo na Base de Ibura, em Recife (PE), no Rio de Janeiro (RJ) e em Natal (RN). Em 1961, realizou um curso de especialização em voo nos Estados Unidos por meio do Ministério da Aeronáutica, tendo um bom desempenho como estudante. A experiência de viver no exterior e com uma realidade de privações e necessidades contribuiu para o processo de conscientização política que impactou a vida de João Lucas quando regressou ao Brasil. Após sua chegada, envolveu-se fortemente na Revolta dos Sargentos, em 1963, e nos movimentos pelas reformas de base, em 1964. A participação destacada de João Lucas no movimento influenciou as punições e perseguições que sofreu após o golpe militar: em 1964, foi expulso da Aeronáutica, por aplicação do Ato Institucional no 1, e foi preso na Base Aérea de Santa Cruz. Libertado por meio de alvará de soltura concedido pelo Supremo Tribunal Federal, envolveu-se ainda mais profundamente com a política e aderiu ao grupo Comando de Libertação Nacional (Colina), que atuava na clandestinidade contra a ditadura, do qual chegou a ser dirigente. Em razão da sua militância política, João Lucas foi preso pela segunda vez, por agentes do SOPS (Serviço de Ordem Política e Social) em 8 de novembro de 1968, no Rio de Janeiro, e, posteriormente, encaminhado para a Polícia do Exército, na rua Barão de Mesquita. Com João Lucas, foi capturado o ex-sargento da Força Expedicionária Brasileira (FEB) José Mendes de Sá Roriz, que viria a ser assassinado em 1973. No início de 1969, em 28 de fevereiro, João Lucas foi transferido para Belo Horizonte (MG). Em uma tentativa de visita, sua família descobriu sobre sua morte e sepultamento, já ocorridos naquela cidade. João Lucas Alves morreu no dia 6 de março de 1969, na Delegacia de Furtos e Roubos de Belo Horizonte, em decorrência das torturas sofridas. O ex-sargento da Aeronáutica tinha sido preso no dia 8 de novembro de 1968 por agentes do SOPS (Serviço de Ordem Política e Social), órgão vinculado à Polícia Federal, tendo sido entregue à Polícia do Exército, na rua Barão de Mesquita, que era chefiada pelo comandante Coronel O’Reilly. Segundo depoimento de seu advogado, Antônio Modesto da Silveira, João Lucas teria sido levado para a Polícia do Exército antes da edição do AI-5 e retornado, na sequência, ao SOPS, por determinação do Juiz Oswaldo Lima Rodrigues. Em uma das visitas realizadas pela família no período em que esteve preso no Rio de Janeiro, o militante confidenciou à irmã, Yara Lucas Alves, que tinha medo de morrer nas mãos dos militares. Sem comunicação formal, João Lucas foi transferido para a Delegacia de Furtos e Roubos de Belo Horizonte, onde foi morto. A versão divulgada na época foi a de que João Lucas teria se enforcado na cela que ocupava, dentro da Delegacia de Furtos e Roubos de Belo Horizonte, usando a própria calça como instrumento para o suicídio. Essa versão foi corroborada pelo laudo necroscópico firmado pelos legistas Djezzar Gonçalves e João Bosco Nacif da Silva. Em depoimento prestado à época dos fatos, o médico Antônio Nogueira Lara Rezende relatou que foi o policial José Lisboa – que estava de plantão na unidade no momento da ocorrência – que deu a notícia sobre a morte de João Lucas, afirmando que o óbito tinha sido decorrente de suicídio. A versão de morte por suicídio pôde ser refutada à época dos fatos, a partir de denúncias de outros presos políticos que testemunharam as torturas sofridas por João Lucas, entre os quais Afonso Celso Lana Leite, Maurício Vieira de Paiva e Antônio Pereira Mattos. Os presos descreveram que, durante as sessões de tortura, João Lucas teve os olhos perfurados e as unhas arrancadas e que os próprios policiais contaram aos outros presos sobre o ocorrido. Em laudo produzido pela equipe de perícia da CNV a partir da documentação sobre o caso, os peritos concluíram que João Lucas foi vítima de homicídio por estrangulamento, pois no local de sua morte “não havia qualquer sistema engendrado pela vítima, [...] fato que inviabiliza o suicídio”. Os peritos constataram que o estrangulamento não foi realizado diretamente com as mãos do agressor, visto que não havia no pescoço qualquer evidência nesse sentido, mas sim por meio de um instrumento constritor, possivelmente a calça que, segundo o LEC [laudo de exame cadavérico], envolvia o pescoço da vítima quando da realização da necropsia [...]. Para além da causa da morte, o laudo ainda concluiu que João Lucas foi submetido a torturas diversas, em função dos hematomas na região dos olhos, nos pés, nos glúteos e nos ombros. Os ferimentos nas falanges dos pés e a ausência de unhas nos dedos, segundo análise pericial, indica que ele pode ter sido submetido a uma técnica de tortura conhecida como “falanga”, consistente no espancamento repetido dos pés. O corpo de João Lucas foi sepultado, primeiramente, sem o conhecimento da família. Apenas cinco anos após a morte foi possível realizar a exumação e o traslado do corpo, que foi então sepultado pela família no Cemitério de São João Batista, na cidade do Rio de Janeiro."
198,João Massena Melo,"João Massena Melo era casado desde 1947 com Ecila Francisca Massena Melo, com quem teve três filhos: Carlos, Alice e João Filho. Já no período do Estado Novo, foi preso por sua militância política, quando conviveu com Agildo Barata e Carlos Marighella. Em 1947, elegeu-se vereador na Câmara Municipal do Rio de Janeiro, pelo Partido Comunista Brasileiro (PCB). No ano seguinte, o PCB foi considerado ilegal, quando teve o seu mandato extinto, o que o levou a retornar a Pernambuco, onde residiu até 1950. Ao retornar para o Rio de Janeiro (RJ), participou do Sindicato dos Metalúrgicos da Guanabara. Em 1962, foi novamente eleito, dessa vez como deputado estadual do estado da Guanabara, pelo Partido Social Trabalhista (PST). Seu mandato foi novamente cassado no ano de 1964, com fundamento no Ato Institucional nº 1. Ademais, seus direitos políticos foram suspensos por dez anos. João Massena Melo desapareceu em São Paulo no dia 3 de abril de 1974, em companhia de Luiz Ignácio Maranhão Filho e de Walter de Souza Ribeiro, também ligados ao Partido Comunista Brasileiro (PCB). Entretanto, já havia sido preso em 1º de julho de 1970 por agentes da 2ª Auditoria da Marinha, em sua residência, sob a acusação de estar reorganizando o PCB. Durante o tempo em que esteve preso, foi barbaramente torturado. Naquela ocasião, sua família também foi presa e levada para o presídio da Ilha das Flores, e sua casa foi saqueada. Em fevereiro de 1973, foi libertado do presídio, entretanto, em decorrência das torturas físicas e psicológicas a que foi submetido, sua saúde estava bastante debilitada. Recebeu tratamento médico e cuidados da família, com quem residiu até 19 de março de 1974, quando viajou para São Paulo (SP). No livro Desaparecidos Políticos consta a informação de que no dia 30 de março, Massena havia escrito uma carta para sua esposa, Ecila, pela qual marcara de encontrá-la entre os dias 5 e 6 de abril. Ela compareceu ao encontro, mas Massena não. No dia 20 de abril de 1974, Ecila tomou conhecimento do desaparecimento do marido, por meio do amigo com quem o militante estava hospedado, que informou que Massena havia saído de casa às 3h ou 4h da manhã, “apenas com a roupa do corpo, dizendo que voltaria para o almoço, e não voltou”. A despeito da vasta busca nos órgãos de repressão política, hospitais, cemitérios, e institutos médico-legais, os familiares de Massena não o encontraram. No ano de 1992, em entrevista à revista Veja, o ex-agente da repressão Marival Chaves Dias do Canto afirmou que João Massena foi torturado e morto em um centro de torturas instalado na cidade de Itapevi e que, provavelmente, seu corpo foi jogado no Rio Novo, na cidade de Avaré (SP). No entanto, em depoimento à CNV, de 30 de abril de 2012, Marival afirmou que “foram levados para a Casa da Morte, ainda vivos, [...], Ana Rosa Kucinski, Wilson Silva, João Massena Melo e Luiz Ignácio Maranhão Filho [...]”. Em depoimento também prestado à CNV, no dia 23 de julho de 2014, o ex-delegado do DEOPS/ES Cláudio Guerra confirmou a informação de que João Massena Melo teria passado pela “Casa da Morte de Petrópolis”. Guerra afirmou que teria participado da ocultação do cadáver do militante, transportando-o até a cidade de Campos dos Goytacazes (RJ), e, em seguida, incinerando-o na usina Cambahyba."
199,João Mendes Araújo,"Os dados biográficos de João Mendes Araújo são controversos, sendo incerta até mesmo a sua filiação. Há registros do militante também com o nome de “João Mendes de Araújo”. O dossiê elaborado pela Comissão de Familiares de Mortos e Desaparecidos Políticos afirma que ele era agricultor, teria nascido em 28 de julho de 1943, em Bom Jardim (PE), e seria filho de Virgilina Rodrigues Amorim. Militante da Ação Libertadora Nacional (ALN), depois de atuar no Rio de Janeiro, João Mendes Araújo teria sido deslocado para ações no Nordeste, região na qual, de acordo com os órgãos de segurança, praticou diversos assaltos e ações. João Mendes Araújo foi morto por arma de fogo em um cerco de agentes do DOI do IV Exército a um “aparelho” de militantes da Ação Libertadora Nacional (ALN), na cidade de Olinda, em 25 de janeiro de 1972."
200,João Pedro Teixeira,"Nascido em Guarabira (PB), João Pedro Teixeira foi um dos fundadores da Liga Camponesa de Sapé, na Paraíba. Camponês e operário, João Pedro já participava da militância política desde meados da década de 1950, no estado de Pernambuco. Em maio de 1954, retornou às atividades no meio rural, arrendando um sítio de seu sogro em Sapé (PB). Era casado com Elizabeth Altina Teixeira, com quem teve 11 filhos. Neste período, João Pedro Teixeira atuou na organização dos trabalhadores rurais da região, tornando-se vice-presidente da Liga Camponesa de Sapé, em 1958. As atividades políticas da Liga, considerada uma das mais atuantes e combativas do país, provocaram uma reação violenta dos latifundiários da região, resultando em inúmeras mortes e perseguições de líderes camponeses e de trabalhadores rurais. João Pedro sofria pressões e ameaças constantes das autoridades locais, tendo sido detido várias vezes para prestar depoimentos. Foi morto em 2 de abril de 1962, aos 44 anos, numa emboscada armada por pistoleiros contratados por latifundiários da região, ação que contou com a conivência e/ou omissão do Estado. Sua mulher, Elizabeth Teixeira, continuou o seu trabalho de organização dos camponeses e, em consequência disto, foi perseguida, presa e exilada no próprio país. 
No dia 2 de abril de 1962, ao retornar de uma viagem a João Pessoa (PB), João Pedro Teixeira foi morto a tiros por pistoleiros contratados por latifundiários da região. Naquela época, quando já era um grande líder local, João Pedro enfrentava um conflito a respeito dos processos legais em torno do sítio Antas do Sono, que ele arrendara de seu sogro e que havia sido vendido para Antônio José Tavares. Segundo o depoimento de Francisco de Assis Lemos de Souza, a ida de João Pedro para a capital, naquele 2 de abril, teria como objetivo uma reunião com Antônio, comprador do sítio, e seu advogado. A reunião não ocorreu e João retornou para casa ao final da tarde. Ao descer do ônibus, nas proximidades de Café do Vento em direção a Sapé, João Pedro pretendia percorrer o resto do caminho a pé. Durante a caminhada, entretanto, foi atingido por cinco balas de fuzil. Após apuração de inquérito, constatou-se que o crime fora executado pelo cabo Antônio Alexandre da Silva, pelo soldado Francisco Pedro de Silva (“Chiquinho”) e pelo vaqueiro Arnaud Nunes Bezerra, que atuavam como pistoleiros. Segundo consta nos depoimentos e materiais jornalísticos anexados ao processo da CEMDP, os mandantes do crime foram Aguinaldo Veloso Borges, Pedro Ramos Coutinho e o próprio Antônio José Tavares. O crime teve evidente motivação política, com o objetivo de desmobilizar as lideranças camponesas da região."
201,João Roberto Borges de Souza,"Nascido na Paraíba, João Roberto Borges de Souza era natural de João Pessoa e cursou medicina na Universidade Federal da Paraíba (UFPB) até o terceiro ano. Foi presidente do Diretório Acadêmico (DA) Napoleão Laureano da Faculdade de Medicina daquela universidade e vice-presidente da União Estadual dos Estudantes da Paraíba (UEE). Foi preso pela primeira vez após tentativa de visita ao gabinete do Reitor da UFPB, Guilhardo Martins, com uma comissão de estudantes, para criticar a forma de correção das notas do vestibular. O reitor não lhes atendeu, mas ligou para o Departamento de Ordem Política e Social (DOPS) denunciando os estudantes. João foi fichado e tornou-se visado pelos órgãos de repressão da Paraíba. Em outubro de 1968, foi preso pela segunda vez quando participava do XXX Congresso da União Nacional dos Estudantes (UNE), em Ibiúna (SP). O jovem era coordenador da Ação Popular (AP) no município de João Pessoa. Em 1969, foi impedido de continuar sua formação acadêmica, em virtude do Decreto 477, que cassou seus direitos de estudante por dois anos. Sua terceira prisão ocorreu no início daquele ano, no 1º Grupamento de Engenharia da Construção, na Paraíba, sob a falsa acusação de ter roubado um mimeógrafo e uma máquina de escrever pertencentes a um diretório acadêmico da UFPB. João Roberto, que à época já era integrante dos quadros do Partido Comunista Brasileiro (PCB), e sua namorada, Maria do Socorro Morais Fragoso, membro da Juventude Estudantil Feminina Católica (JEC) e presidente do D.A. da Escola de Serviço Social da Paraíba, mudaram-se para Recife (PE), onde, cerca de um mês após sua chegada, foi preso pela quarta vez, em 15 de fevereiro de 1969, durante a distribuição de panfletos na frente de uma fábrica, no bairro da Torre. Essa prisão durou três meses, quando passou por sessões de tortura e foi avisado de que estaria marcado para morrer, caso não colaborasse com os órgãos da repressão política. Sua quinta e última prisão ocorreu em 7 de outubro de 1969, quando o estudante foi sequestrado por membros do CCC e do CENIMAR em Catolé da Rocha (PB), momento testemunhado por amigos de João. Morreu aos 22 anos de idade, após ser torturado, em decorrência de ação perpetrada por agentes do Estado. João Roberto Borges de Souza morreu no dia 10 de outubro de 1969, após ser sequestrado em Catolé do Rocha (PB). Depois de ser preso pela quarta vez, João foi encaminhado ao DOPS de Recife (PE), sob a responsabilidade do Delegado Moacir Sales de Araújo, onde ficou preso por três meses. O Inquérito Policial Militar (IPM) indica a classificação do jovem como um elemento “engajado na prática de atos contra revolucionários e tendo como propósito permanente a subversão da ordem do país”. Ao sair da prisão com claros indícios de tortura, João foi chamado a auxiliar os órgãos de repressão sob a ameaça de morte. O estudante não aceitou a proposta, sendo sequestrado no dia 7 de outubro de 1969 por agentes do Centro de Informações da Marinha (Cenimar) e do Comando de Caça aos Comunistas (CCC). Familiares e vizinhos assistiram a sua prisão. Em seguida, a família procurou saber de seu paradeiro, mas não obteve nenhuma informação. Três dias depois, sua morte foi noticiada pela rádio local tendo como causa “afogamento no açude Olho D’Água”, no município de Catolé do Rocha (PB)."
202,Joaquim Alencar de Seixas,"Nascido no Pará, Joaquim Alencar de Seixas foi casado com Fanny Akselrud Seixas, com quem teve quatro filhos. Trabalhou como operário em diversos lugares e foi obrigado a deixar o emprego inúmeras vezes em função de sua militância política. Atuou como mecânico de aeronaves em empresas como Varig, Aerovias e PanAir. Foi demitido da Varig depois de denunciar a relação da empresa, cujos proprietários eram alemães, com o nazismo e com o governo de Getúlio Vargas. No Rio de Janeiro, foi militante do Partido Comunista Brasileiro (PCB), ao qual esteve atrelado até 1953. Em 1954, mudou-se com sua esposa, a quem conheceu na sede do partido, para o Rio Grande do Sul e, no início da década de 1960, retornou ao Rio de Janeiro. Trabalhou como encarregado de manutenção da Petrobrás, atuando politicamente no Sindicato dos Petroleiros. Com o golpe de 1964, a Refinaria Duque de Caxias (Reduc) foi ocupada pelo Exército com tanques de guerra, carros de combate e soldados armados. O objetivo era prender as principais lideranças operárias. Para escapar ao cerco, Joaquim e outros militantes valeram-se de inteligente estratagema. Acionaram o alarme contra acidentes e entraram nas ambulâncias da empresa que transportavam funcionários para fora da área de perigo. Devido à constante perseguição e ao monitoramento pelos órgãos de segurança, tornou-se cada vez mais difícil para Seixas conseguir emprego, posto que seu nome constava na lista de procurados e nenhuma empresa tinha interesse em contratá-lo. Por esse motivo, retornou com sua família para o Rio Grande do Sul, onde trabalhou como marceneiro durante dois anos. Também atuou como montador de postos de gasolina até ser contratado, em 1967, como encarregado do setor de mecânica da Pepsi-Cola de Porto Alegre (RS). Depois de ser novamente demitido, retornou ao Rio de Janeiro e passou a trabalhar como motorista de táxi. Atuou como chefe do setor de Mecânica e Manutenção na Coca-Cola de Niterói (RJ). Em 1970, mudou-se para São Paulo, onde começou a militar no Movimento Revolucionário Tiradentes (MRT), grupo armado do PCdoB. Joaquim Alencar de Seixas morreu no dia 17 de abril de 1971, após ser preso e torturado por agentes da repressão. Seixas e seu filho, Ivan Akselrud de Seixas, ainda adolescente e também militante do MRT, foram detidos no dia anterior na rua Vergueiro, em São Paulo, e levados para a 37ª Delegacia de Polícia, onde foram espancados no pátio do estacionamento, no momento em que os policiais trocavam de veículo. Posteriormente, foram encaminhados para o DOI-CODI/ SP, na rua Tutóia, sede anterior da Operação Bandeirantes (Oban), onde foram novamente espancados. As agressões físicas foram tão violentas que as algemas que ligavam pai e filho romperam-se. Foram interrogados e torturados frente a frente. Os torturadores agiram com particular brutalidade em relação a Joaquim, pois o militante era acusado de ter executado, pouco dias antes, o industrial Albert Henning Boilesen, em ação organizada pelo MRT em conjunto com a Ação Libertadora Nacional (ALN). Na noite de sua prisão, sua casa foi invadida e saqueada por policiais; sua esposa e suas duas filhas foram presas e levadas para o DOI-CODI/SP. De acordo com a falsa versão, Joaquim teria sido morto em confronto armado com agentes de segurança, após reagir à prisão. A versão oficial, descrita na certidão de óbito, sustentava que Joaquim havia falecido às 13h do dia 16 de abril na avenida do Cursino, no bairro Ipiranga, São Paulo, devido a uma “hemorragia interna traumática”. Segundo o laudo de exame de corpo de delito, assinado pelos peritos Pérsio José Carneiro e Paulo Augusto de Rocha, Joaquim apresentava escoriações por todo o corpo e sete perfurações por projéteis de arma de fogo. No dia 17 de abril de 1971, jornais paulistas publicaram nota oficial dos órgãos da repressão noticiando a morte de Joaquim Seixas em tiroteio no dia 16 de abril. Na reportagem, Joaquim é descrito como um “bandido de carreira”, responsável por inúmeros assaltos a bancos e a lojas. Há registro que atesta que Joaquim Alencar foi interrogado pela equipe preliminar “B” do DOI-CODI, entre 10 e 11h30 da manhã do dia 16 de abril de 1971. De acordo com Ivan, ele esteve presente nesse interrogatório: pai e filho foram torturados juntos. A esposa de Joaquim e os três filhos do casal – Ivan, Ieda e Iara – todos presos na mesma delegacia em que Joaquim se encontrava, posteriormente relataram os fatos que culminaram na sua morte. Esclareceram que, apesar dos jornais terem noticiado a morte de Joaquim no dia 16 de abril, o militante continuava vivo no interior do DOI-CODI e seguia sendo torturado. Em seguida, conseguiu avistar, pela abertura da cela, o momento em que policiais estacionaram um veículo no pátio da prisão e colocaram o corpo de seu marido no interior, afirmando tratar-se do cadáver de “Roque”, codinome de Joaquim Alencar. Os restos mortais de Joaquim Alencar de Seixas foram enterrados no cemitério de Perus, em São Paulo. Apenas no dia 25 de maio de 1977, com a realização da exumação, é que se tornou possível a identificação de seus restos mortais."
203,Joaquim Câmara Ferreira,"Natural de São Paulo, Joaquim Câmara Ferreira era filho de engenheiro e foi criado na cidade interiorana de Jaboticabal (SP). Sua mãe, Cleonice, morreu poucos dias após o parto. Na infância, estudou no Colégio Arquidiocesano de São Paulo e no Ginásio do Estado de São Paulo, passando em seguida para a Escola Politécnica de São Paulo. Não concluiu o curso nesta última, transferindo-se para o recém-criado curso de Filosofia da Universidade de São Paulo. Depois de participar do Socorro Vermelho Internacional, ingressou no Partido Comunista Brasileiro (PCB) em 1933, aos 20 anos de idade. Militante da Federação da Juventude Comunista, trabalhou no jornal Vanguarda Estudantil. A partir de 1937, com o advento do Estado Novo, passou a militar clandestinamente, construindo o PCB no setor ferroviário e também mantendo atuação na imprensa partidária. Foi preso na gráfica do partido, em 1939, sendo duramente torturado pela polícia política comandada por Filinto Müller. Condenado a sete anos de prisão, foi libertado com a anistia que sucedeu o fim do Estado Novo. Nas eleições de 1946, alcançou o posto de vereador na cidade de Jaboticabal (SP), sendo cassado no ano seguinte, quando o PCB teria o seu registro eleitoral suspenso. Nesse período, trabalhou nos Diários Associados de São Paulo e como diretor do jornal Hoje. Após sua cassação, viajou para Moscou, onde fez cursos de formação política. Em 1953, Joaquim foi um dos articuladores da greve geral de São Paulo, além de ter exercido a função de vogal da Justiça do Trabalho. Em 1964, foi preso em São Bernardo do Campo (SP), em atividades com operários de uma indústria sobre imprensa e reformas de base. Após o golpe de Estado, foi condenado à revelia a dois anos de reclusão pela Justiça Militar. Já na clandestinidade, assinou, em 1967, o “Manifesto do Agrupamento Comunista de São Paulo” que, mais tarde, daria origem à Ação Libertadora Nacional (ALN). Joaquim era conhecido pelos codinomes “Toledo” e “Velho” e era considerado a segunda liderança mais importante de sua organização, depois de Carlos Marighella. Em setembro de 1969, organizou uma das mais ousadas ações da guerrilha urbana durante o período autoritário, o sequestro do embaixador dos Estados Unidos, Charles Burke Elbrick. O sequestro durou aproximadamente dois dias e resultou na libertação de 15 presos políticos. Em seguida, saiu do Brasil por questões de segurança, passando por Cuba e França. Depois do assassinato de Carlos Marighella, em novembro de 1969, retornou ao Brasil para assumir o comando da ALN. Foi a principal liderança da organização entre dezembro de 1969 e outubro de 1970, quando foi preso na avenida Lavandisca, em São Paulo (SP). Joaquim Câmara Ferreira foi detido por agentes do Departamento Estadual de Ordem Política e Social de São Paulo (DOPS SP), chefiados pelo delegado Sérgio Fernando Paranhos Fleury, em 23 de outubro de 1970, por volta das 19 horas, quando compareceu ao ponto onde encontraria com Maria de Lourdes Rego Melo, presa com Maurício Segall na tarde daquele mesmo dia. Joaquim resistiu aos policiais e chegou a ferir alguns dos agentes envolvidos na ação. Ele teria tentado alcançar, sem sucesso, uma cápsula de cianureto que portava consigo com o objetivo de não ser preso vivo. Desde que fora torturado, no período do Estado Novo, Joaquim afirmava que não se deixaria prender novamente. Dominado pelo grande número de agentes envolvidos na operação, Joaquim foi transportado para um centro clandestino de detenção e tortura que ficou conhecido como “Sítio 31 de março” ou “Sítio do Fleury”, nos arredores de São Paulo. Depois de algumas horas de interrogatório sob tortura, morreu no mesmo dia 23 de outubro. Testemunhas presentes no sítio afirmam que um médico chegou a ser chamado para reanimar Joaquim, com o fim de continuar o interrogatório. Joaquim Câmara Ferreira foi sepultado por sua família no Cemitério da Consolação, na cidade de São Paulo (SP)."
204,Joaquim de Souza,"As poucas informações disponíveis sobre Joaquinzão indicam que ele foi um dos moradores da região de Xambioá (TO) que aderiu à Guerrilha do Araguaia. Não há informações que esclareçam, por completo, a identidade civil do camponês conhecido como Joaquinzão. Os familiares de Joaquim de Souza apresentaram à Comissão Especial sobre Mortos e Desaparecidos Políticos (CEMDP) um pedido de reparação, alegando que seria o desaparecido em questão, mas o pleito foi indeferido por ter sido protocolado fora do prazo legalmente estabelecido. A relatora apontou também não ter sido evidenciado que se tratavam da mesma pessoa.  Poucas são as informações que elucidam o paradeiro de Joaquinzão. De acordo com o livro Dossiê Ditadura, este nome seria pela primeira vez citado na reportagem “Cabeças Cortadas do Povo da Mata” do jornal Movimento, publicado de 9 de junho de 1979. Na matéria, um guia do Exército afirma ter presenciado o combate onde o camponês foi atingido, assim como o momento de sua decapitação. Segundo depoimento de Valdemar Cruz Moura, prestado ao MPF em 2001, Joaquinzão seria Joaquim de Souza Moura, seu pai, desaparecido em 18 de junho de 1973, na localidade de Pedra da Colher, em Xambioá (TO), após sair para o trabalho. Confirmando-se que Joaquinzão seja Joaquim de Souza Moura, seu local e data de desaparecimento são 18 de junho de 1973, na localidade de Pedra da Colher, Xambioá (TO). Em 2010, a Corte Interamericana de Direitos Humanos (CIDH) da Organização dos Estados Americanos (OEA) condenou o Brasil pela desaparição de 62 pessoas na região do Araguaia no caso Gomes Lund e outros (“Guerrilha do Araguaia”) vs. Brasil. Joaquinzão foi considerado pela Corte Interamericana uma possível vítima de desaparecimento forçado."
